TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,HASH
,245,dumebi-jjc,dumebi jjc,Innocent 100 level girl wey never spoil.,Female,hair: orange hair in two side buns; eyes: black; teeth: none; clothing: ankara blouse; accessories: none; expression: innocent; strength: curiousity; weakness: gullible;,ed0148f9-491b-44e5-9b3b-07d3e8a48efe,32f0c87d350d9831d2ed01de57673237b12d862578bd32978d061f8db7bd2fed
,246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn.,Female,"hair: dark brown; eyes: black and grey; teeth: none; clothing: orange, blue, yellow and black ankara; accessories: none; expression: straight faced; strength: smart; weakness: cunny;",32a9fc99-8b86-407d-9d66-2c9aaa8200e8,1bedcf1c1d4317c7964a0afd904793c1259e7dd25833723004f0db60b6b2c651
,247,nonso-malay,nonso malay,Nonso Malay is an enterprising man who made his fortune after he travelled abroad.,Male,hair: orange; eyes: squint; teeth: none and moustache; clothing: agbada; accessories: none; expression: mischevious smile; strength: action person; weakness: doesn't trust anyone;,573f741e-7dfd-4145-a532-2cbf0194c5bd,80de37862237848f25d4816594a846893c829f77b8e279c57d8547d2a72dc139
,248,saro-texaco,saro texaco,An oil tycoon who dominates.,Male,hair:none; eyes:black; teeth:white; clothing:agbada; accessories:cap; expression:smiling; strength:negotiations; weakness:stingy;,ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a,6261e7545ca551a7b4d826696600a536eb02c937de278a156808679be8cd1658
,249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence.,Male,hair:none; eyes:black; teeth:rabbit front teeth; clothing:brown polo and blue pinafore; accessories:cap; expression:angry; strength:physically fit; weakness:short-tempered;,70875603-9e90-467f-9d44-af15f71b70e9,e867df8ac4477d974f00dd1148c5a6fedeb5652493cf62507d13ea5f76ecdb37
,250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life.,Male,hair:none; eyes:black; teeth:missing two front teeth; clothing:green polo and blue pinafore; accessories:chewing stick and bandana; expression:hopeful; strength:optimistic; weakness:over promises a lot;,afaa2a41-1bc0-47bf-acef-d9638d6c5369,bff01a5cb3b4e9a0351d6760624e7d0e93f5311b4012d2dc1477263a78e3b8e1
,251,osaz-benz,osaz benz,Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients.,Male,hair:red; eyes:black; teeth:gold tooth; clothing:white polo and blue pinafore; accessories:none; expression:unamused; strength:technology savy; weakness:reckless;,a11e8485-d8dd-4970-b0d3-cde7ab9f53e3,166daabe74a6daa72eb1c784ff6724a15795907260120a78e0b9b4706cb5396e
,252,kareem-kasanova,kareem kasanova,Abuja big boy who knows he can get any lady he wants.,Male,hair:none; eyes:black; teeth:none; clothing:agbada; accessories:bubble gum and cap; expression:charming; strength:chivalry; weakness:unfaithful;,9b765dd9-5d2f-4050-9583-4200e4b2d5d4,99e293cd782a230f3e557bb8524b0c66bae03b2b0bb0e44fea3b73ba4260e0a5
,253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo.,Male,hair:none; eyes:cyan and left side eyed; teeth:none; clothing:chieftancy; accessories:candy bar; expression:; strength:; weakness:loves women a lot;,6ae4ca87-8d71-48e5-8098-fc5241a0ba36,f8c899191e7076cf336fc8fe787d8230979b7e04845c9cf41124db4e86f349d7
,254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china.,Male,hair:none; eyes:cyan; teeth:none; clothing:tied wrapper; accessories:none; expression:smirking; strength:business acumen; weakness:brags a lot;,76a09cf1-b5fd-4bc0-bf61-0c0b9024b264,640c8a871eba9a154d0f6fe035f8294d79889db096c74bd712e2a90b5d708565
,255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan.,Male,hair:none; eyes:black; teeth:missing two teeth; clothing:ankara native top; accessories:chewing stick; expression:lighthearted; strength:always advising; weakness:talks too much;,8b8d34d0-3d41-4170-aa3f-755beae83b00,4a289ae6e8e3a3ae23b281cf671d0ef39baf189854e929390cc1eef7431f6e44
,256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state.,Male,hair:none; eyes:squint; teeth:gold tooth; clothing:agbada; accessories:cap; expression:grinning; strength:persuasive speaker; weakness:manipulative;,048f1180-33be-4a58-881e-22e7f0f96455,9afc503c4bd0c42b998ca803ecf5515c633d064d5b35202181965cbe01f715ec
,257,koffi-banku,koffi banku,E be Charlie wey no dey use en stomach play.,Male,hair:orange afro hairstyle; eyes:azure and bold; teeth:missing two front teeth; clothing:wearing ankara print with white inner; accessories:none; expression:anticipating; strength:cooks well; weakness:always hungry for food;,9699105f-607a-4c0b-81c0-373c6d35f4fe,10e01f840dae03e90aab3bd58a588cbe46caef337ea39ce690b787d74dbdb08c
,258,alhaji-bello,alhaji bello,Rich Hausa business mongul controlling half of cow production in Nigeria.,Male,hair:none; eyes:squinting; teeth:missing a front tooth; clothing:ankara agbada; accessories:cap; expression:smiling; strength:wealthy; weakness:dishonest;,1f0839dd-b4c9-4adb-9328-a2b4ceff999b,54f7339a2b2d6adc763aa6e42017746d668c176b8b0e646f5686cbf241b985f3
,259,toju-mafejopami,toju mafejopami,Toju is a street hustler wey no like stress.,Male,hair:none; eyes:closed; teeth:white with one gold tooth; clothing:yellow shirt with a blue jean pinafore; accessories:cap; expression:sleeping; strength:street smart; weakness:nonchalance;,3c733806-3fd3-4c49-afd1-97f6a0802485,7f817e8c3762f56be2acf8e3c6bffb8215919158ca477b75507687ffdd949ff5
,260,femi-maserati,femi maserati,"Rich kid who resides in Lekki, known by everybody because he drives a Maserati.",Male,hair:none; eyes:black and side-eyed; teeth:white; clothing:green polo and blue pinafore; accessories:bandana; expression:confident; strength:relatable and easily makes friends; weakness:shouts a lot,dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf,63c0ed48f7f34334daba45f53613217d889aa53729bfe5f267028494738753ac
TEAM POWERDRILL,261,paul-the-comedian,paul the comedian,Paul trying hard to make everyone laugh so hard and fall off the chair,Male,hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01,495ce35f34ca6f622116e7120b28ebba76b6f77681772487c7710baac3b839db
,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes,Female,hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; expression: straight face; strength: fashionista; weakness: exorbitant,5612f542-d85e-4a2c-8661-20553dfd07bf,0c505779cab804cea761536c93a569a009467a551c9b17b7a824ed402864801b
,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party,Female,hair:purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; expression: smile; strength: helpful,097014d5-0ef3-46f5-9a9b-5c01f70114b3,90c89a3783c1749a1774f96d0ad7e47748b102172a912bd6252f3bdce82565b7
,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye,Male,hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; expression: smile; strength: fast; weakness: cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7,2777b88cbcd8dbe1f82c379d6895441495550767569cfe0e971539e8bfb848ed
,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: multitasker; weakness: unfriendly,412345b9-7e04-4102-af7c-5458721ac64d,ce119e095909b9ee418befa0a1241dff904f5d473214b125a3df094a02f44cf1
,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails,Female,hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hustler; weakness: uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030,02c3cfcc4eae3f2d45b426ebd4a8db7fd35e6589fc104fe13acae6735f84b122
,267,odogwu-oil-contractor,odogwu oil contractor,"From Malaysia to Kaduna, Odogwu's oil is known.",Male,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; expression: none; strength: hustler; weakness: taking criticism,b503bbfb-f972-4d4a-9352-e9dfe6671d36,17a306409ee034220bfae352705a54b815a16bc287ec4c56f2ef1f8106685380
,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits,Female,hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; expression: smiling; strength: patience; weakness: self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9,fab932c10e64db18fb344f54bb7afe0654e5b6e7ece8d1ddfce6a2a32a05f004
,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where Mariam appears.,Female,hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; expression: straight face; strength: disciplined; weakness: inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,1000a373702c7f12b616ac6ea435d145e1c5180aab9ee3d5452f8f6bd6796cdb
,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist,Male,hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; expression: none; strength: delegation; weakness: lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12,81755827407752f313de92ea4097735c71c52ba9c480333574dbbb20cc7f7093
,271,sandra-the-shybaby,sandra the shybaby,Sandra is too shy at parties,Female,hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; expression: none; strength: friendly; weakness: shyness,bfed40a8-74f7-4ada-ae18-975130247efa,b8889610d45e552b5d2d838df74a8f85e92fc140cbab69775b2d85d16186bf4e
,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the Guinness world record.,Female,hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; expression: none; strength: creativity; weakness: lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada,a90f632513098a9baa7f474711c93602d263449c4bfa182444f01e041d808246
,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us Christopher Hemsworth vibes.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; expression: none; strength: public speaking; weakness: lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795,d562b94bcb0a59880dbf03b567e0fe22c7279ab5493a844d37f7cdd01fe80650
,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest hilter,Female,hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; expression: none; strength: determination; weakness: self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b,e3889329eca79e4e1cada76c72b72b8ce02a952b5f0e212bfdce0a36b972398a
,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hard worker; weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,627fd2a506ae203766a97c259a7f09427e107c63de0aa024ce2bb8abc8e970b3
,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; expression: none; strength: intentional; weakness: rash in decisin making,dbdc1351-aa07-46e2-935f-2db071b1b23d,70ead2d64dc73735a866db28d4de3a55e4c5feb29238e965483f54cfc8c6aa4b
,277,lola-afropopping-princess,lola afropopping princess,Lola licks lollipops like an afropop queen,Female,hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; expression: none; strength: great communicator; weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169,ff69ab0af7c41cfb22f5d833b5822b7a0f217419d721f4cb8c4dc2806ac00e5a
,278,sharon-walking-dead,sharon walking dead,When tired Sharon walks like the dead,Female,hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; expression: loud; strength: people skills; weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230,2cb618fd2049282789d2bab534d80472f2f7f2c21bfe6eee17bd428318997acb
,279,olivia-great-teacher,olivia great teacher,Students enjoys Olivia's classes,Female,hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; expression: none; strength: empathy; weakness: computer literacy,cfc4419e-bd46-40f6-9654-632ac1138ff1,7a212401593c9e63b44ac67b67b8cbe0a3f852c54b4ab0ede1a378f6df6f025b
,280,nicole-sleep-warrior,nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; expression: none; strength: leadership; weakness: initiative,710ae821-4603-4124-bd60-a33b515b3b8d,efbc164c3d47245e4522c907e8e7e8ee91ccacaef822b164888e400bb0e9b4f1
TEAM HYDRAULICS,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair: brown eyes: shades teeth: closed clothing: yellow and blue ankara accessories: shades expression: passive strength: confident weakness: over-spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,72fedfc6bb6f9940a027867ea5941fce32d6b09e0580511d2ac32b4b7b304b25
,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair: blond eyes: shades teeth: closed clothing: black and yellow ankara accessories: shades expression: straight-face strength: creativity weakness: perfectionist,48772412-dacb-4984-9e82-8d24fe101265,9cfc722ca33381404bdbe2665d03ab1ca6ee3230ab7da9e75cb36424bafc2790
,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair: brown eyes: shades teeth: closed clothing: multi-colored ankara accessories: shades; smoking pipe expression: sassy strength: self-assured weakness: conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67,e2b70dc943a54748d68d4f9526b062259d233db2265162c4577417bdc5f3d3d0
,284,mary-toxic-lady,mary toxic lady,A lady who's toxic around people,Female,hair: two buns eyes: shades teeth: white clothing: animal prints accessories: shades expression: angry strength: bully weakness: insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,0366ab14d2d97da959c8726e8aacd248a1f0eda4533061501e04d3a16194bc6f
,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair: blond eyes: shades teeth: closed clothing: blacktop accessories: shades expression: straight-face strength: wealth weakness: lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,17b8b0c0dc33df8870b530d67c67102e933bc9e233d1911500dbe7bb77e7fc25
,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair: covered eyes: white teeth: closed clothing: purple and yellow agbada accessories: cap; smoking pipe expression: passive strength: likes to be in control weakness: lazy,d4984fa6-dabf-409f-839f-76742ec71500,2ac1265d1c6615ba03277a933aa5c6e6a3e5256dd421829c5405d2ead1ac1afc
,287,danjuma-the-shocked,danjuma the shocked,A pensioneer who got told his bank is on distress,Male,hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,92d1acc683f08fcd37e09ada93651aa55a96d0c6c184c2a258f6c911f90b6d73
,288,yomi-the-fashionista,yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,d10556b101d33cca9e98925e4f91e6f584193577b2f5fa3ee695a5df3793bf24
,289,ibu-the-importer,ibu the importer,A rich igbo trader who imports goods in onitsha market,Male,hair: covered eyes: light blue teeth: white and a gold tooth clothing: isi-agu accessories: cap expression: straight-face strength: wealth weakness: irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,9a30dbfed38cb2a6948cfa49be95f9eef04b1565587e17325d094227072973f7
,290,massa-the-ghanian,massa the ghanian,A rich Ghanian trader.,Male,hair: covered eyes: closed teeth: white clothing: akan accessories: cap expression: happy strength: wealth weakness: irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,7e439294735474dd035b0887e398d3cf888bab099ee9c8e1f75335edbc44f0b8
,291,james-the-musician,james the musician,A yoruba juju artist,Male,hair: brown eyes: closed teeth: white clothing: akan accessories: none expression: happy strength: good voice weakness: womanizer,0d4ad447-3836-47cd-8387-066b200cda01,a821198602277e434f72cdc2c50f1bfe24955c909ef0d6e29a79658b4f3207c8
,292,gbenga-titled-man,gbenga titled man,A yoruba chief who is also a car dealer,Male,hair: covered eyes: light blue teeth: white with a gold tooth clothing: akan accessories: none expression: emotional strength: friendly weakness: deceitful,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,d1bc2761c97e7dbfc7b7fa73b6064c3a8df084abb934082f0edcdc577d84244b
,293,abaga-the-rapper,abaga the rapper,A flashy millionaire and a music rapper,Male,hair: covered eyes: closed teeth: white clothing: dongri and yellow t-shirt accessories: cap expression: happy strength: wealth weakness: recklessness,c428411c-5a06-4b74-bd17-e53b76f9fc6c,e8750e08abc2169887d0fcf60ec31ba4454fd95fd2021eb7e0a52327585a6087
,294,izuchukwu-the-fisherman,izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,hair: covered eyes: closed teeth: white with a gap tooth clothing: green shirt accessories: cap expression: dozzy strength: great body-build weakness: drunkard,15e1caf2-06b3-45d8-9b35-f95965b64e34,87af293a59dab0f81ae2de192e1d85be2d53a608a3acfb77827629fe7070be5f
,295,mark-the-philanthropist,mark the philanthropist,A London based philantropist.,Male,hair: brown eyes: white teeth: closed clothing: white and blue shirt accessories: none expression: irritated strength: philanthropist weakness: anger issues,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,b5ea09077063f6a6cb8aa98d3140df1839913f66b49db20db9875b6f37c94356
,296,desmond-the-politician,desmond the politician,A young politician who just became a minister,Male,hair: covered eyes: grey teeth: closed clothing: yellow and purple agbada accessories: ila expression: smirk strength: team player weakness: deceitful,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,d3a6ab78df7b146e07dcfabbbfef100955de3477147f18de1ff789d4b629707b
,297,okoro-the-bachelor,okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,hair: covered eyes: grey teeth: white and a gold tooth clothing: wrapper across one shoulder accessories: cap expression: pretense strength: motivated weakness: poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,0de6487609fbfa4e0d2d1099bba98e45b4ed6526ab03c3ae93a7e62036412e1f
,298,saro-the-clothemaker,saro the clothemaker,The yoruba man that stole the king's wife.,Male,hair: covered eyes: grey teeth: white clothing: red and yellow agbada accessories: cap expression: straight face strength: good-looking weakness: womanizer,7e10af4e-1252-4f96-83a8-78411e152bae,4a264add0871063539841b4f996b138eadae4cb3319665024a62845ba72944a6
,299,kalu-the-ichie,kalu the ichie,A man of wealth with afluence spreading all over the east,Male,hair: covered eyes: sky-blue teeth: white clothing: orange plain and pattern shirt accessories: cap expression: happy strength: wealth weakness: pride,482ab247-73a4-4ff8-9172-732f3d0729b8,120d22ea549f08714cede173c3077f7578ee1126d78915114390f7aaacbdee92
,300,tamuno-the-prince,tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,hair: covered eyes: sky-blue teeth: closed clothing: akan  accessories: cap expression: straight-face strength: caring weakness: easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf,ad35d87121e62eb94d8de761839a36ad081f445fc5e75830786c26b30e11ad8b
TEAM SCALE,301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,hair: dark red   eyes: blue  teeth:none  clothing: blue and yellow ankara   accessories: none  expression: shocked  strength: none   weakness: none,587645e2-5ace-11ed-9b6a-0242ac120002,9ecf7454ce7afd557022c870a1b68b4ccbcf9b5bae223f0502b1abc9b42d4df1
,302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,hair: brown   eyes: blue   teeth:none   clothing: multi-colored ankara  accessories: none  expression: witty  strength: none   weakness: none,58764862-5ace-11ed-9b6a-0242ac120002,4e5dc3ab04df1e7b4ec33b5081efa6baf88858eb0151bb5ca6011987f7594cbe
,303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,hair: brown   eyes: blue   teeth:none   clothing: multi-colored ankara  accessories: smoking pipe  expression: high  strength: none   weakness: none,58764a2e-5ace-11ed-9b6a-0242ac120002,3c5973d1f2bd272bc56365c2febb63ef38d0a1f5b9c2c6fb2a9016f1e8e16776
,304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,hair: pink   eyes: blue   teeth: white teeth   clothing: yellow ankara  accessories: none  expression: angry  strength: none   weakness: none,58764b78-5ace-11ed-9b6a-0242ac120002,4c7afe10e0c460f879fc0edbf22348b666aed6f66f97e95eb5964bd20981e863
,305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,hair: brown  eyes: blue   teeth: none   clothing: ankara designed with yellow; red and green  accessories: none  expression: tired   strength: none   weakness: none,58764d8a-5ace-11ed-9b6a-0242ac120002,931cf6d051161d8c76943caa95e545a3e9602dd655178820da5ba5cd8e83f822
,306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,hair: black  eyes: blue   teeth: none  clothing: wolf-skin ankara  accessories: headgear  expression: shocked  strength: none   weakness: none,58764ea2-5ace-11ed-9b6a-0242ac120002,4b1a0f3a946eb2c1d4b0284e4eae4ce5b7b37cd1dd5049034b8c61b47e0145af
,307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,hair: red  eyes: covered eyes  teeth: none  clothing: black ankara with bright design   accessories: none  expression: calm  strength: none   weakness: none,58764fd8-5ace-11ed-9b6a-0242ac120002,f9bc0efd921fda17e5fa66e60404b677e991d5aead4a4cabcfa811f57e149d9f
,308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique ndecorations for her mansion in idi-iroko,Female,hair: purple hair  eyes: covered eyes   teeth: none   clothing: blue one-armed dress   accessories: none  expression: happy  strength: none   weakness: none,5876542e-5ace-11ed-9b6a-0242ac120002,8d85e3b887fdb278732f30ccdd02c32f8674589472c6b97dfd6757f905e0a1ab
,309,asante-the -warrior,asante the warrior,Asante came from along line of warriors in Ghana,Female,hair: pink braids  eyes: covered eyes   teeth: none  clothing: one-armed brightly colored dress  accessories: none  expression: calm   strength: none   weakness: none,58765578-5ace-11ed-9b6a-0242ac120002,c288541c734791d4b901a2e7aeaaa11447ff2a9bf12b7bba80f5795efa2635dd
,310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day,Female,hair: pink   eyes: covered eyes   teeth: none   clothing: multi colored ankara   accessories: none  expression:calm   strength: none   weakness: none,5876569a-5ace-11ed-9b6a-0242ac120002,7b8d4deb1c27515f7303db69c3c95225e91a64ce7a5ea0789555c23372d053d3
,311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,hair: dark brown   eyes: brown eyes  teeth: none   clothing: blue and yellow ankara  accessories: none  expression: shocked   strength: none   weakness: none,587657a8-5ace-11ed-9b6a-0242ac120002,6034238ce4dd860ab157f95232aed95f6aca4d79155df0b81ebaeadfcef68c0e
,312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block,Female,hair: pink  eyes: brown  teeth: none  clothing: multi-colored ankara  accessories: smoking pipe  expression: strong  strength: none   weakness: none,587658ca-5ace-11ed-9b6a-0242ac120002,98d42996673dc652c42f53d332ee2e69f825fafc241e9f0403cb17c6e52d43cb
,313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,hair: brown   eyes: brown   teeth :none   clothing: multi-colored ankara  accessories: none  expression: witty  strength: none   weakness: none,58765adc-5ace-11ed-9b6a-0242ac120002,69d4eb2d7430b4a5d8966c15d9232ad6b7c62d2942820b53f5d6605750f05d89
,314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts,Female,hair: brown  eyes: brown  teeth: none  clothing: yellow ankara  accessories: none  expression: calm  strength: none  weakness: none,58765bea-5ace-11ed-9b6a-0242ac120002,4ac2447a666290b132e161479528fe0cb6f7884df66aa044d579ef4df80c1597
,315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum,Female,hair: pink  eyes: brown eyes  teeth: white teeth  clothing:yellow; greem and red ankara   accessories: none  expression: furious   strength: none   weakness: none,58765d02-5ace-11ed-9b6a-0242ac120002,9dc3914472b86fc3e3ef467d20af0fe16357babf80c6737534c86aa3724d48b0
,316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation,Female,hair: grey   eyes: covered eyes  teeth: none  clothing: black ankara with bright designs  accessories: yellow glasses  expression: hip   strength: none   weakness: none,58765e24-5ace-11ed-9b6a-0242ac120002,18f1a9d4a415b987dc65c7c51b72826f178132bc4a1fd5c7557d28914afd39df
,317,janet -is always -found singing,janet the singer,Janet is always found singing in whatever activity she’s doing,Female,hair: purple   eyes: covered eyes  teeth: none  clothing: yellow and blue ankara  accessories: yellow glasses  expression: cool  strength: none   weakness: none,cef902bc-5afc-11ed-9b6a-0242ac120002,9095caf5d60a5cd157783b0907e2413345c5f8143fbb56c088810a3567dacde0
,318,emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer,Female,hair:pink braids   eyes: covered eyes   teeth: none  clothing: multicolored ankara  accessories: yellow glasses  expression: happy  strength: none   weakness: none,cef9060e-5afc-11ed-9b6a-0242ac120002,15aef5bce8cef3981c5dba20333bcad82f4dc37662e16fb061b486484fa3026b
,319,aisha-love-the-life-of-the-party,aisha love the life of the party,Aisha always party during the weekend,Female,hair: red   eyes: covered eyes  teeth: none  clothing: wolf-skin ankara  accessories: yellow glasses  expression: hip  strength: none   weakness: none,cef907a8-5afc-11ed-9b6a-0242ac120002,6866c22623cd49818a1e5c363bbdee82a583bb5bfa94186d975df2f925e86041
,320,amaka-the-tailor,amaka the tailor,She sews the most beautiful dress in the hood,Female,hair:grey  eyes: covered eyes   teeth: none  clothing: black dress  accessories: yellow glasses  expression: happy  strength: none   weakness: none,cef9091a-5afc-11ed-9b6a-0242ac120002,b16d359100f03f47261fa00663baea5eac5f08e907c68135bf456d7b3c0bd7c2
TEAM SANDPAPER,321,omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,Male,hair: bald eyes: tearyteeth: noneskin: brownskinclothing: checked ankara accessories: none expression: teary strength: powerful weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,aa4e7fa6f3a9d0f72155dd21ba10ab0a206b20fe82cc48461c2f3cb90ff937f2
,322,kamau-the-sleeper,kamau the sleeper,closed eyes meditating,Male,hair: blad eyes: closed teeth:  noneskin: brownskin clothing: black ankara accessories: none expression: flat strength: open to suggestion weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,4e56de58fd1cb99f8d17474cac73c3be130376f431bc53cd93b77130b7f798e3
,323,mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,Male,hair:bald eyes: closed teeth: none skin: brownskin clothing: yellow ankara accessories: none  expression: tired strength: consistency weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,7a53ad7b0eea54c2efc9938d4158c16f79076fb407f0d41893cde86c5e6bfe52
,324,omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,Male,hair:bald eyes: sharp eyed teeth: none skin: brownskin clothing: green ankara accessories: none expression: alert strength: leader weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,495122d9cea6e89135abb7f39b1acc195ff14b6e01437ae55187ed9de762248f
,325,barasa-the-optimist,barasa the optimist,looks up to the sky and makes a wish,Male,hair: bald eyes: blue teeth: none skin: dark skin clothing: brown ankara accessories:none expression: awake strength: strong willed weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,629a1932848cee57fec32e32b2e99e321223077630479c1f30a2d52baf141b3b
